"ACH_DATE","ORG_TYPE","ORG_CODE","ONS_CODE","AREA_NAME","DEMENTIA_REGISTER_65_PLUS","DEMENTIA_ESTIMATE_65_PLUS","DIAG_RATE_65_PLUS","DIAG_RATE_65_PLUS_LL","DIAG_RATE_65_PLUS_UL","PAT_LIST_65_PLUS","Prevalence_65_PLUS_percent","Prevalence_65_PLUS_percent_LCI","Prevalence_65_PLUS_percent_UCI","ASS_Received_GP_Mem_Clinic","ASS_Received_GP","MemoryClinicPercent","MemoryClinicPercent_LCI","MemoryClinicPercent_UCI","DEM_REGISTER_WITH_ANTIPSYMEDS_ALL_AGES","DEMENTIA_REGISTER_ALL_AGES","AP_Percent","AP_Percent_LCI","AP_Percent_UCI","DIAG_Received_Care_Plan","CarePlansPercent","CarePlansPercent_LCI","CarePlansPercent_UCI"
2025-04-30,"ICB","QUE","E54000056","NHS CAMBRIDGESHIRE AND PETERBOROUGH INTEGRATED CARE BOARD",6803,11259.5,60.4,54.3,65.5,172984,3.9,3.8,4,25,343,7.3,5,10.5,630,7004,9,8.3,9.7,5105,72.9,71.8,73.9
2025-04-30,"ICB","QOP","E54000057","NHS GREATER MANCHESTER INTEGRATED CARE BOARD",22773,30654.2,74.3,66.8,80.5,499311,4.6,4.5,4.6,97,1358,7.1,5.9,8.6,1583,23595,6.7,6.4,7,17794,75.4,74.9,76
2025-04-30,"ICB","QJ2","E54000058","NHS DERBY AND DERBYSHIRE INTEGRATED CARE BOARD",10440,15128.2,69,62.1,74.9,237127,4.4,4.3,4.5,53,392,13.5,10.5,17.3,1033,10878,9.5,9,10.1,7976,73.3,72.5,74.1
2025-04-30,"ICB","QT1","E54000060","NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD",10418,14871.9,70.1,62.9,76.1,231599,4.5,4.4,4.6,25,479,5.2,3.6,7.6,992,10842,9.1,8.6,9.7,7846,72.4,71.5,73.2
2025-04-30,"ICB","QF7","E54000061","NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD",12591,16735.9,75.2,67.6,81.7,264967,4.8,4.7,4.8,53,828,6.4,4.9,8.3,890,13071,6.8,6.4,7.3,9668,74,73.2,74.7
2025-04-30,"ICB","QUA","E54000062","NHS BLACK COUNTRY INTEGRATED CARE BOARD",9632,14601.8,66,59.2,71.6,222643,4.3,4.2,4.4,33,776,4.3,3,5.9,1015,10026,10.1,9.5,10.7,5775,57.6,56.6,58.6
2025-04-30,"ICB","QPM","E54000059","NHS NORTHAMPTONSHIRE INTEGRATED CARE BOARD",6063,9135,66.4,59.7,72.4,146262,4.1,4,4.2,18,505,3.6,2.3,5.6,615,6216,9.9,9.2,10.7,4370,70.3,69.2,71.4
2025-04-30,"SUB_ICB_LOC","01J","E38000091","NHS CHESHIRE AND MERSEYSIDE ICB - 01J",1080,1697.7,63.6,56,70,30001,3.6,3.4,3.8,21,93,22.6,15.3,32.1,115,1125,10.2,8.6,12.1,772,68.6,65.9,71.3
2025-04-30,"SUB_ICB_LOC","04C","E38000097","NHS LEICESTER, LEICESTERSHIRE AND RUTLAND ICB - 04C",2359,3055.4,77.2,68.5,84.7,52553,4.5,4.3,4.7,4,245,1.6,0.6,4.1,284,2470,11.5,10.3,12.8,1671,67.7,65.8,69.5
2025-04-30,"SUB_ICB_LOC","99A","E38000101","NHS CHESHIRE AND MERSEYSIDE ICB - 99A",3477,5095.9,68.2,60.8,74.2,87557,4,3.8,4.1,19,315,6,3.9,9.2,420,3595,11.7,10.7,12.8,2613,72.7,71.2,74.1
2025-04-30,"SUB_ICB_LOC","06Q","E38000106","NHS MID AND SOUTH ESSEX ICB - 06Q",3665,5750.3,63.7,57.1,69.7,87184,4.2,4.1,4.3,11,200,5.5,3.1,9.6,442,3763,11.7,10.8,12.8,2684,71.3,69.9,72.7
2025-04-30,"SUB_ICB_LOC","06T","E38000117","NHS SUFFOLK AND NORTH EAST ESSEX ICB - 06T",3779,5698.6,66.3,59.4,72.2,84873,4.5,4.3,4.6,13,191,6.8,4,11.3,628,3922,16,14.9,17.2,2915,74.3,72.9,75.7
2025-04-30,"SUB_ICB_LOC","03H","E38000119","NHS HUMBER AND NORTH YORKSHIRE ICB - 03H",1649,2345.4,70.3,62.6,77,36846,4.5,4.3,4.7,19,130,14.6,9.6,21.7,159,1738,9.1,7.9,10.6,1228,70.7,68.5,72.7
2025-04-30,"SUB_ICB_LOC","03K","E38000122","NHS HUMBER AND NORTH YORKSHIRE ICB - 03K",1668,2590.9,64.4,57.4,70.6,41267,4,3.9,4.2,7,136,5.1,2.5,10.2,106,1751,6.1,5,7.3,1177,67.2,65,69.4
2025-04-30,"SUB_ICB_LOC","05G","E38000126","NHS STAFFORDSHIRE AND STOKE-ON-TRENT ICB - 05G",2591,3533.3,73.3,65.7,79.8,53884,4.8,4.6,5,18,143,12.6,8.1,19,288,2632,10.9,9.8,12.2,1968,74.8,73.1,76.4
2025-04-30,"SUB_ICB_LOC","99C","E38000127","NHS NORTH EAST AND NORTH CUMBRIA ICB - 99C",2285,3002.3,76.1,68,83.2,48236,4.7,4.6,4.9,18,363,5,3.2,7.7,175,2337,7.5,6.5,8.6,1694,72.5,70.6,74.3
2025-04-30,"SUB_ICB_LOC","00L","E38000130","NHS NORTH EAST AND NORTH CUMBRIA ICB - 00L",3601,5637.7,63.9,57.2,69.8,91024,4,3.8,4.1,22,244,9,6,13.3,218,3711,5.9,5.2,6.7,2752,74.2,72.7,75.5
2025-04-30,"SUB_ICB_LOC","00Y","E38000135","NHS GREATER MANCHESTER ICB - 00Y",1895,2550.1,74.3,66,81.4,41771,4.5,4.3,4.7,11,179,6.1,3.5,10.7,102,1975,5.2,4.3,6.2,1526,77.3,75.4,79.1
2025-04-30,"SUB_ICB_LOC","10Q","E38000136","NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST ICB - 10Q",6186,9781.8,63.2,57,68.7,145409,4.3,4.2,4.4,17,134,12.7,8.1,19.4,515,6315,8.2,7.5,8.9,4566,72.3,71.2,73.4
2025-04-30,"SUB_ICB_LOC","10R","E38000137","NHS HAMPSHIRE AND ISLE OF WIGHT ICB - 10R",1576,2214.6,71.2,63.5,78.1,35111,4.5,4.3,4.7,1,113,0.9,0.2,4.8,175,1627,10.8,9.3,12.4,1092,67.1,64.8,69.4
2025-04-30,"SUB_ICB_LOC","03L","E38000141","NHS SOUTH YORKSHIRE ICB - 03L",2971,3333.2,89.1,79.5,97.2,52739,5.6,5.4,5.8,19,170,11.2,7.3,16.8,180,3087,5.8,5.1,6.7,2400,77.7,76.2,79.2
2025-04-30,"SUB_ICB_LOC","01G","E38000143","NHS GREATER MANCHESTER ICB - 01G",1909,2425.8,78.7,70,86.3,39957,4.8,4.6,5,13,87,14.9,8.9,23.9,130,1972,6.6,5.6,7.8,1513,76.7,74.8,78.5
2025-04-30,"SUB_ICB_LOC","99F","E38000030","NHS MID AND SOUTH ESSEX ICB - 99F",2196,3104.8,70.7,63.3,77.1,45112,4.9,4.7,5.1,21,86,24.4,16.6,34.5,157,2241,7,6,8.1,1614,72,70.1,73.8
2025-04-30,"SUB_ICB_LOC","00X","E38000034","NHS LANCASHIRE AND SOUTH CUMBRIA ICB - 00X",1879,2578.9,72.9,64.9,79.9,40944,4.6,4.4,4.8,3,88,3.4,1.2,9.5,87,1930,4.5,3.7,5.5,1427,73.9,71.9,75.8
2025-04-30,"SUB_ICB_LOC","02X","E38000044","NHS SOUTH YORKSHIRE ICB - 02X",2648,3832,69.1,61.6,75.5,62041,4.3,4.1,4.4,17,263,6.5,4.1,10.1,177,2750,6.4,5.6,7.4,1950,70.9,69.2,72.6
2025-04-30,"SUB_ICB_LOC","06K","E38000049","NHS HERTFORDSHIRE AND WEST ESSEX ICB - 06K",4661,7524.1,61.9,55.7,67.5,110964,4.2,4.1,4.3,14,329,4.3,2.6,7,371,4783,7.8,7,8.5,3414,71.4,70.1,72.6
2025-04-30,"SUB_ICB_LOC","01A","E38000050","NHS LANCASHIRE AND SOUTH CUMBRIA ICB - 01A",2942,4529.4,65,58,70.8,74413,4,3.8,4.1,19,238,8,5.2,12.1,225,3056,7.4,6.5,8.3,2338,76.5,75,78
2025-04-30,"SUB_ICB_LOC","03W","E38000051","NHS LEICESTER, LEICESTERSHIRE AND RUTLAND ICB - 03W",3319,5528.7,60,53.8,65.5,82836,4,3.9,4.1,8,154,5.2,2.7,9.9,358,3406,10.5,9.5,11.6,2590,76,74.6,77.4
2025-04-30,"SUB_ICB_LOC","02Y","E38000052","NHS HUMBER AND NORTH YORKSHIRE ICB - 02Y",3272,5635.4,58.1,51.9,63.3,86999,3.8,3.6,3.9,30,228,13.2,9.4,18.2,246,3362,7.3,6.5,8.2,2426,72.2,70.6,73.6
2025-04-30,"SUB_ICB_LOC","05D","E38000053","NHS STAFFORDSHIRE AND STOKE-ON-TRENT ICB - 05D",1203,1963.9,61.3,54.2,67.3,30559,3.9,3.7,4.2,3,44,6.8,2.3,18.2,54,1240,4.4,3.4,5.6,862,69.5,66.9,72
2025-04-30,"SUB_ICB_LOC","11M","E38000062","NHS GLOUCESTERSHIRE ICB - 11M",6591,10102.6,65.2,58.6,71,152870,4.3,4.2,4.4,21,396,5.3,3.5,8,596,6745,8.8,8.2,9.5,4984,73.9,72.8,74.9
2025-04-30,"SUB_ICB_LOC","01F","E38000068","NHS CHESHIRE AND MERSEYSIDE ICB - 01F",970,1470.7,66,58,73.3,25810,3.8,3.5,4,7,71,9.9,4.9,19,81,1014,8,6.5,9.8,750,74,71.2,76.6
2025-04-30,"SUB_ICB_LOC","06N","E38000079","NHS HERTFORDSHIRE AND WEST ESSEX ICB - 06N",4964,7833.1,63.4,56.9,68.8,115825,4.3,4.2,4.4,7,122,5.7,2.8,11.4,468,5092,9.2,8.4,10,3675,72.2,70.9,73.4
2025-04-30,"SUB_ICB_LOC","01D","E38000080","NHS GREATER MANCHESTER ICB - 01D",1889,2395.5,78.9,70.2,86.4,40681,4.6,4.4,4.9,15,108,13.9,8.6,21.7,154,1976,7.8,6.7,9.1,1505,76.2,74.2,78
2025-04-30,"SUB_ICB_LOC","03F","E38000085","NHS HUMBER AND NORTH YORKSHIRE ICB - 03F",1906,2917,65.3,58,71.5,49636,3.8,3.7,4,11,181,6.1,3.4,10.6,208,1978,10.5,9.2,11.9,1345,68,65.9,70
2025-04-30,"SUB_ICB_LOC","06L","E38000086","NHS SUFFOLK AND NORTH EAST ESSEX ICB - 06L",3858,6483.6,59.5,53.5,64.8,97103,4,3.9,4.1,68,215,31.6,25.8,38.1,304,3956,7.7,6.9,8.6,2935,74.2,72.8,75.5
2025-04-30,"SUB_ICB_LOC","11N","E38000089","NHS CORNWALL AND THE ISLES OF SCILLY ICB - 11N",6123,9952.4,61.5,55.3,66.9,154868,4,3.9,4.1,30,290,10.3,7.3,14.4,550,6249,8.8,8.1,9.5,4299,68.8,67.6,69.9
2025-04-30,"ICB","QXU","E54000063","NHS SURREY HEARTLANDS ICB",10260,15190.2,67.5,60.8,73.2,217026,4.7,4.6,4.8,20,210,9.5,6.2,14.3,1037,10463,9.9,9.4,10.5,7645,73.1,72.2,73.9
2025-04-30,"NHS_REGION","Y59","E40000005","SOUTH EAST",82028,129850,63.2,57,68.4,1931669,4.2,4.2,4.3,209,3121,6.7,5.9,7.6,7602,83994,9.1,8.9,9.2,61091,72.7,72.4,73
2025-04-30,"NHS_REGION","Y58","E40000006","SOUTH WEST",55946,91487,61.2,55.1,66.3,1373147,4.1,4,4.1,177,2598,6.8,5.9,7.8,4519,57331,7.9,7.7,8.1,41654,72.7,72.3,73
2025-04-30,"NHS_REGION","Y63","E40000012","NORTH EAST AND YORKSHIRE",76865,112649.4,68.2,61.4,73.9,1790841,4.3,4.3,4.3,529,5401,9.8,9,10.6,5919,79563,7.4,7.3,7.6,58581,73.6,73.3,73.9
2025-04-30,"NHS_REGION","Y61","E40000013","EAST OF ENGLAND",59407,92801.9,64,57.7,69.3,1401904,4.2,4.2,4.3,321,2993,10.7,9.7,11.9,6090,61157,10,9.7,10.2,44444,72.7,72.3,73
2025-04-30,"NHS_REGION","Y62","E40000014","NORTH WEST",62792,89674.3,70,63.1,75.9,1433173,4.4,4.3,4.4,284,3605,7.9,7,8.8,5340,64875,8.2,8,8.4,48029,74,73.7,74.4
2025-04-30,"SUB_ICB_LOC","02P","E38000006","NHS SOUTH YORKSHIRE ICB - 02P",2319,3161.7,73.3,65.6,80.4,52054,4.5,4.3,4.6,6,197,3,1.4,6.5,82,2409,3.4,2.8,4.2,1749,72.6,70.8,74.3
2025-04-30,"SUB_ICB_LOC","99E","E38000007","NHS MID AND SOUTH ESSEX ICB - 99E",2165,3539.1,61.2,54.8,66.9,52767,4.1,3.9,4.3,19,166,11.4,7.5,17.2,195,2245,8.7,7.6,9.9,1656,73.8,71.9,75.5
2025-04-30,"SUB_ICB_LOC","02Q","E38000008","NHS NOTTINGHAM AND NOTTINGHAMSHIRE ICB - 02Q",1349,1782.6,75.7,67.2,83.2,28103,4.8,4.6,5.1,5,90,5.6,2.4,12.4,123,1393,8.8,7.5,10.4,1058,76,73.6,78.1
2025-04-30,"SUB_ICB_LOC","00Q","E38000014","NHS LANCASHIRE AND SOUTH CUMBRIA ICB - 00Q",1016,1608.6,63.2,55.7,69.7,27269,3.7,3.5,4,10,92,10.9,6,18.9,84,1059,7.9,6.5,9.7,805,76,73.4,78.5
2025-04-30,"SUB_ICB_LOC","00R","E38000015","NHS LANCASHIRE AND SOUTH CUMBRIA ICB - 00R",1546,2209.6,70,62,76.7,35233,4.4,4.2,4.6,6,74,8.1,3.8,16.6,119,1614,7.4,6.2,8.8,1151,71.3,69.1,73.5
2025-04-30,"SUB_ICB_LOC","00T","E38000016","NHS GREATER MANCHESTER ICB - 00T",2420,3350.7,72.2,64.4,79,54720,4.4,4.3,4.6,11,153,7.2,4.1,12.4,184,2519,7.3,6.4,8.4,1863,74,72.2,75.6
2025-04-30,"SUB_ICB_LOC","00V","E38000024","NHS GREATER MANCHESTER ICB - 00V",1861,2440.8,76.2,68,83.5,38525,4.8,4.6,5,0,23,0,0,14.3,167,1926,8.7,7.5,10,1413,73.4,71.3,75.3
2025-04-30,"SUB_ICB_LOC","02T","E38000025","NHS WEST YORKSHIRE ICB - 02T",1809,2660.1,68,60.5,74.4,43596,4.1,4,4.3,9,190,4.7,2.5,8.8,145,1876,7.7,6.6,9,1386,73.9,71.8,75.8
2025-04-30,"SUB_ICB_LOC","04Y","E38000028","NHS STAFFORDSHIRE AND STOKE-ON-TRENT ICB - 04Y",1425,1873,76.1,67.7,83.5,29369,4.9,4.6,5.1,11,55,20,11.6,32.4,151,1466,10.3,8.8,12,1104,75.3,73,77.4
2025-04-30,"SUB_ICB_LOC","03N","E38000146","NHS SOUTH YORKSHIRE ICB - 03N",4653,6409,72.6,65.1,79,98133,4.7,4.6,4.9,11,198,5.6,3.1,9.7,451,4825,9.3,8.6,10.2,3569,74,72.7,75.2
2025-04-30,"SUB_ICB_LOC","11X","E38000150","NHS SOMERSET ICB - 11X",5584,10132,55.1,49.5,59.8,152201,3.7,3.6,3.8,11,105,10.5,6,17.8,427,5722,7.5,6.8,8.2,4007,70,68.8,71.2
2025-04-30,"SUB_ICB_LOC","05Q","E38000153","NHS STAFFORDSHIRE AND STOKE-ON-TRENT ICB - 05Q",2152,3255.1,66.1,59,72.3,49964,4.3,4.1,4.5,13,113,11.5,6.8,18.7,98,2206,4.4,3.7,5.4,1581,71.7,69.8,73.5
2025-04-30,"SUB_ICB_LOC","01T","E38000161","NHS CHESHIRE AND MERSEYSIDE ICB - 01T",1229,2056.9,59.7,52.9,65.6,32957,3.7,3.5,3.9,24,173,13.9,9.5,19.8,115,1253,9.2,7.7,10.9,896,71.5,68.9,73.9
2025-04-30,"SUB_ICB_LOC","00N","E38000163","NHS NORTH EAST AND NORTH CUMBRIA ICB - 00N",1489,2058.5,72.3,64.2,79.5,33562,4.4,4.2,4.7,8,85,9.4,4.8,17.5,102,1531,6.7,5.5,8,1116,72.9,70.6,75.1
2025-04-30,"SUB_ICB_LOC","99G","E38000168","NHS MID AND SOUTH ESSEX ICB - 99G",2091,2493.4,83.9,74.9,91.8,37009,5.6,5.4,5.9,8,59,13.6,7,24.5,184,2164,8.5,7.4,9.8,1717,79.3,77.6,81
2025-04-30,"SUB_ICB_LOC","01V","E38000170","NHS CHESHIRE AND MERSEYSIDE ICB - 01V",1849,2437.7,75.8,67.7,83,34860,5.3,5.1,5.5,27,189,14.3,10,20,187,1890,9.9,8.6,11.3,1404,74.3,72.3,76.2
2025-04-30,"SUB_ICB_LOC","01X","E38000172","NHS CHESHIRE AND MERSEYSIDE ICB - 01X",1757,2641.2,66.5,59.3,73.1,41984,4.2,4,4.4,7,107,6.5,3.2,12.9,137,1820,7.5,6.4,8.8,1287,70.7,68.6,72.8
2025-04-30,"SUB_ICB_LOC","05V","E38000173","NHS STAFFORDSHIRE AND STOKE-ON-TRENT ICB - 05V",1473,2417.7,60.9,54.2,66.8,36569,4,3.8,4.2,8,70,11.4,5.9,21,78,1501,5.2,4.2,6.4,1093,72.8,70.5,75
2025-04-30,"SUB_ICB_LOC","01W","E38000174","NHS GREATER MANCHESTER ICB - 01W",3264,4284.5,76.2,68.3,83,64196,5.1,4.9,5.3,6,93,6.5,3,13.4,206,3342,6.2,5.4,7,2646,79.2,77.8,80.5
2025-04-30,"SUB_ICB_LOC","05W","E38000175","NHS STAFFORDSHIRE AND STOKE-ON-TRENT ICB - 05W",3065,3295.7,93,83.2,101.4,51956,5.9,5.7,6.1,22,173,12.7,8.5,18.5,278,3150,8.8,7.9,9.9,2314,73.5,71.9,75
2025-04-30,"SUB_ICB_LOC","00P","E38000176","NHS NORTH EAST AND NORTH CUMBRIA ICB - 00P",2464,3680.3,67,59.8,73.1,59898,4.1,4,4.3,14,110,12.7,7.7,20.2,248,2537,9.8,8.7,11,1859,73.3,71.5,75
2025-04-30,"SUB_ICB_LOC","07G","E38000185","NHS MID AND SOUTH ESSEX ICB - 07G",1064,1607.2,66.2,58.6,72.9,26106,4.1,3.8,4.3,7,77,9.1,4.5,17.6,135,1105,12.2,10.4,14.3,866,78.4,75.8,80.7
2025-04-30,"SUB_ICB_LOC","02A","E38000187","NHS GREATER MANCHESTER ICB - 02A",1965,2916.6,67.4,60,73.5,44112,4.5,4.3,4.7,13,79,16.5,9.9,26.1,109,2017,5.4,4.5,6.5,1399,69.4,67.3,71.3
2025-04-30,"ICB","QYG","E54000008","NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD",23672,35026.1,67.6,60.9,73.3,554462,4.3,4.2,4.3,131,1457,9,7.6,10.6,2626,24406,10.8,10.4,11.2,17873,73.2,72.7,73.8
2025-04-30,"ICB","QNC","E54000010","NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD",11909,16338.8,72.9,65.6,79.3,252301,4.7,4.6,4.8,75,598,12.5,10.1,15.4,947,12195,7.8,7.3,8.3,8922,73.2,72.4,73.9
2025-04-30,"ICB","QOC","E54000011","NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD",5036,8008.8,62.9,56.4,68.4,123396,4.1,4,4.2,11,139,7.9,4.5,13.6,360,5174,7,6.3,7.7,3558,68.8,67.5,70
2025-04-30,"ICB","QJM","E54000013","NHS LINCOLNSHIRE INTEGRATED CARE BOARD",8678,12713.4,68.3,61.5,74.4,196919,4.4,4.3,4.5,65,620,10.5,8.3,13.1,726,8988,8.1,7.5,8.7,6411,71.3,70.4,72.3
2025-04-30,"ICB","QK1","E54000015","NHS LEICESTER, LEICESTERSHIRE AND RUTLAND INTEGRATED CARE BOARD",9008,13979.5,64.4,57.9,69.9,220495,4.1,4,4.2,21,533,3.9,2.6,5.9,930,9291,10,9.4,10.6,6626,71.3,70.4,72.2
2025-04-30,"ICB","QWU","E54000018","NHS COVENTRY AND WARWICKSHIRE INTEGRATED CARE BOARD",7447,12681.5,58.7,52.8,63.9,192067,3.9,3.8,4,26,428,6.1,4.2,8.8,872,7688,11.3,10.7,12.1,5558,72.3,71.3,73.3
2025-04-30,"ICB","QGH","E54000019","NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD",7228,13072.4,55.3,49.7,60.1,198972,3.6,3.6,3.7,12,349,3.4,2,5.9,778,7434,10.5,9.8,11.2,5553,74.7,73.7,75.7
2025-04-30,"ICB","QMM","E54000022","NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD",11360,18258.6,62.2,56,67.5,272204,4.2,4.1,4.2,60,525,11.4,9,14.4,1341,11666,11.5,10.9,12.1,8409,72.1,71.3,72.9
2025-04-30,"ICB","QJG","E54000023","NHS SUFFOLK AND NORTH EAST ESSEX INTEGRATED CARE BOARD",9976,16595.9,60.1,54.1,65.2,248347,4,3.9,4.1,98,480,20.4,17.1,24.3,1196,10266,11.7,11,12.3,7613,74.2,73.3,75
2025-04-30,"ICB","QHG","E54000024","NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES INTEGRATED CARE BOARD",7398,10692.3,69.2,62.1,75.2,171519,4.3,4.2,4.4,45,494,9.1,6.9,12,749,7679,9.8,9.1,10.4,5560,72.4,71.4,73.4
2025-04-30,"ICB","QM7","E54000025","NHS HERTFORDSHIRE AND WEST ESSEX INTEGRATED CARE BOARD",12689,19500.9,65.1,58.7,70.6,288672,4.4,4.3,4.5,27,563,4.8,3.3,6.9,1061,13024,8.1,7.7,8.6,9220,70.8,70,71.6
2025-04-30,"ICB","QH8","E54000026","NHS MID AND SOUTH ESSEX INTEGRATED CARE BOARD",11181,16494.7,67.8,60.8,73.6,248178,4.5,4.4,4.6,66,588,11.2,8.9,14,1113,11518,9.7,9.1,10.2,8537,74.1,73.3,74.9
2025-04-30,"COUNTRY","ENG","E92000001","ENGLAND",483899,738525.9,65.5,59,71.2,11432324,4.2,4.2,4.2,2123,25424,8.4,8,8.7,43451,498926,8.7,8.6,8.8,362595,72.7,72.6,72.8
2025-04-30,"SUB_ICB_LOC","09D","E38000021","NHS SUSSEX ICB - 09D",1851,2904,63.7,56.9,69.7,45611,4.1,3.9,4.2,8,66,12.1,6.3,22.1,138,1904,7.2,6.2,8.5,1349,70.9,68.8,72.8
2025-04-30,"SUB_ICB_LOC","11J","E38000045","NHS DORSET ICB - 11J",8434,14590.3,57.8,52.1,62.8,210690,4,3.9,4.1,14,673,2.1,1.2,3.5,621,8645,7.2,6.7,7.7,6401,74,73.1,75
2025-05-31,"ICB","QT6","E54000036","NHS CORNWALL AND THE ISLES OF SCILLY INTEGRATED CARE BOARD",6142,9976.5,61.6,55.3,66.8,155174,4,3.9,4.1,64,576,11.1,8.8,13.9,561,6268,9,8.3,9.7,4094,65.3,64.1,66.5
2025-05-31,"ICB","QYG","E54000008","NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD",23738,35121,67.6,60.8,73.3,555640,4.3,4.2,4.3,321,2957,10.9,9.8,12,2655,24479,10.8,10.5,11.2,17099,69.9,69.3,70.4
2025-05-31,"ICB","QNC","E54000010","NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD",11945,16372.9,73,65.7,79.2,252754,4.7,4.6,4.8,171,1319,13,11.3,14.9,961,12233,7.9,7.4,8.3,8544,69.8,69,70.7
2025-05-31,"ICB","QOC","E54000011","NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD",5058,8033.2,63,56.4,68.5,123646,4.1,4,4.2,26,291,8.9,6.2,12.8,365,5192,7,6.4,7.8,3461,66.7,65.4,67.9
2025-05-31,"ICB","QJM","E54000013","NHS LINCOLNSHIRE INTEGRATED CARE BOARD",8722,12751.2,68.4,61.5,74.2,197335,4.4,4.3,4.5,151,1185,12.7,11,14.8,741,9030,8.2,7.7,8.8,6228,69,68,69.9
2025-05-31,"ICB","QK1","E54000015","NHS LEICESTER, LEICESTERSHIRE AND RUTLAND INTEGRATED CARE BOARD",9055,14012.6,64.6,58.1,70.3,220970,4.1,4,4.2,38,1115,3.4,2.5,4.6,934,9340,10,9.4,10.6,6432,68.9,67.9,69.8
2025-05-31,"ICB","QWU","E54000018","NHS COVENTRY AND WARWICKSHIRE INTEGRATED CARE BOARD",7483,12717.1,58.8,53,63.8,192477,3.9,3.8,4,72,832,8.7,6.9,10.8,866,7725,11.2,10.5,11.9,5328,69,67.9,70
2025-05-31,"ICB","QGH","E54000019","NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD",7275,13098.7,55.5,50,60.4,199348,3.6,3.6,3.7,34,699,4.9,3.5,6.7,804,7481,10.7,10.1,11.5,5420,72.5,71.4,73.5
2025-05-31,"ICB","QMM","E54000022","NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD",11450,18317.3,62.5,56.3,67.9,272724,4.2,4.1,4.3,142,1037,13.7,11.7,15.9,1362,11750,11.6,11,12.2,8139,69.3,68.4,70.1
2025-05-31,"ICB","QJG","E54000023","NHS SUFFOLK AND NORTH EAST ESSEX INTEGRATED CARE BOARD",9976,16630.4,60,54,65.2,248796,4,3.9,4.1,235,947,24.8,22.2,27.7,1196,10263,11.7,11,12.3,7323,71.4,70.5,72.2
2025-05-31,"ICB","QHG","E54000024","NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES INTEGRATED CARE BOARD",7416,10723.6,69.2,62.1,75.2,171982,4.3,4.2,4.4,105,928,11.3,9.4,13.5,754,7691,9.8,9.2,10.5,5331,69.3,68.3,70.3
2025-05-31,"ICB","QM7","E54000025","NHS HERTFORDSHIRE AND WEST ESSEX INTEGRATED CARE BOARD",12817,19561.2,65.5,59,70.9,289450,4.4,4.4,4.5,48,1170,4.1,3.1,5.4,1055,13160,8,7.6,8.5,8924,67.8,67,68.6
2025-05-31,"ICB","QH8","E54000026","NHS MID AND SOUTH ESSEX INTEGRATED CARE BOARD",11224,16533.9,67.9,61.2,73.8,248795,4.5,4.4,4.6,153,1140,13.4,11.6,15.5,1110,11558,9.6,9.1,10.2,8290,71.7,70.9,72.5
2025-05-31,"ICB","QNQ","E54000034","NHS FRIMLEY INTEGRATED CARE BOARD",6111,9103.7,67.1,60.2,73,137722,4.4,4.3,4.5,76,423,18,14.6,21.9,534,6242,8.6,7.9,9.3,4503,72.1,71,73.2
2025-05-31,"ICB","QSL","E54000038","NHS SOMERSET INTEGRATED CARE BOARD",5632,10147.9,55.5,49.8,60.2,152487,3.7,3.6,3.8,30,242,12.4,8.8,17.1,429,5774,7.4,6.8,8.1,3817,66.1,64.9,67.3
2025-05-31,"SUB_ICB_LOC","92G","E38000231","NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE ICB - 92G",8527,13995.8,60.9,54.7,66.3,211901,4,3.9,4.1,78,958,8.1,6.6,10,628,8751,7.2,6.7,7.7,6132,70.1,69.1,71
2025-05-31,"SUB_ICB_LOC","36J","E38000232","NHS WEST YORKSHIRE ICB - 36J",4921,6741.3,73,65.4,79.5,106983,4.6,4.5,4.7,75,636,11.8,9.5,14.5,700,5087,13.8,12.8,14.7,3366,66.2,64.9,67.5
2025-05-31,"SUB_ICB_LOC","27D","E38000233","NHS CHESHIRE AND MERSEYSIDE ICB - 27D",8003,11909.5,67.2,60.4,73,180800,4.4,4.3,4.5,46,503,9.1,6.9,12,838,8236,10.2,9.5,10.8,5891,71.5,70.5,72.5
2025-05-31,"SUB_ICB_LOC","84H","E38000234","NHS NORTH EAST AND NORTH CUMBRIA ICB - 84H",5400,7524.2,71.8,64.3,78.2,123134,4.4,4.3,4.5,91,535,17,14.1,20.4,347,5625,6.2,5.6,6.8,3962,70.4,69.2,71.6
